Entry	Status	Gene names	Subcellular location [CC]
Q6ZWS8	reviewed	Spop Pcif1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15121856}. Nucleus speckle {ECO:0000269|PubMed:15121856}.
Q8BMZ5	reviewed	Tsen34 Leng5 Sen34	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Nucleus, nucleolus {ECO:0000250}. Note=May be transiently localized in the nucleolus. {ECO:0000250}.
P09671	reviewed	Sod2 Sod-2	SUBCELLULAR LOCATION: Mitochondrion matrix.
Q3U276	reviewed	Sdhaf1 Lyrm8	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:A6NFY7}.
O54983	reviewed	Crym	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q80ZF8	reviewed	Adgrb3 Bai3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O60242}; Multi-pass membrane protein {ECO:0000255}.
P62951	reviewed	Blcap Bc10	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8BG28	reviewed	B3galnt2	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.
P20029	reviewed	Hspa5 Grp78	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:21992152}. Cytoplasm {ECO:0000269|PubMed:21992152}.
P48757	reviewed	Gast Gas	SUBCELLULAR LOCATION: Secreted.
Q91YE3	reviewed	Egln1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9GZT9}. Nucleus {ECO:0000250|UniProtKB:Q9GZT9}. Note=Mainly cytoplasmic. Shuttles between the nucleus and cytoplasm. Nuclear export requires functional XPO1. {ECO:0000250|UniProtKB:Q9GZT9}.
Q8CFP6	reviewed	Dnajc27 Rabj Rbj	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:24746703}.
Q9EQH2	reviewed	Erap1 Appils Arts1	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
O08749	reviewed	Dld	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:9169128}. Nucleus {ECO:0000250|UniProtKB:P09622}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q811C4}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:15888450}. Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2-oxoglutarate dehydrogenase complex is required for histone succinylation. {ECO:0000250|UniProtKB:P09622}.
Q9QUN9	reviewed	Dkk3	SUBCELLULAR LOCATION: Secreted.
Q9JKP7	reviewed	Pole3	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q8R1L4	reviewed	Kdelr3	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O43731}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q5ZKX9}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O43731}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q5ZKX9}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000250|UniProtKB:O43731}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q5ZKX9}. Note=Localized in the Golgi in the absence of bound proteins with the sequence motif K-D-E-L. Trafficks back to the endoplasmic reticulum together with cargo proteins containing the sequence motif K-D-E-L. {ECO:0000250|UniProtKB:O43731}.
Q99KK7	reviewed	Dpp3	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9NY33}.
A2A9I7	reviewed	Dmrtb1 Dmrt6	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00070}.
Q9Z218	reviewed	Dpp6 Dpp-6	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22311982}; Single-pass type II membrane protein {ECO:0000305}.
Q02248	reviewed	Ctnnb1 Catnb	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cytoplasm, cytoskeleton. Cell junction, adherens junction {ECO:0000269|PubMed:20705246}. Cell junction {ECO:0000250|UniProtKB:B6V8E6}. Cell membrane {ECO:0000250|UniProtKB:P35222}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P35222}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:P35222}. Cell junction, synapse {ECO:0000269|PubMed:20705246}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:21623382}. Note=Colocalized with RAPGEF2 and TJP1 at cell-cell contacts (By similarity). Cytoplasmic when it is unstabilized (high level of phosphorylation) or bound to CDH1. Translocates to the nucleus when it is stabilized (low level of phosphorylation). Interaction with GLIS2 and MUC1 promotes nuclear translocation. Interaction with EMD inhibits nuclear localization. The majority of beta-catenin is localized to the cell membrane. In interphase, colocalizes with CROCC between CEP250 puncta at the proximal end of centrioles, and this localization is dependent on CROCC and CEP250. In mitosis, when NEK2 activity increases, it localizes to centrosomes at spindle poles independent of CROCC. Colocalizes with CDK5 in the cell-cell contacts and plasma membrane of undifferentiated and differentiated neuroblastoma cells. Interaction with FAM53B promotes translocation to the nucleus (By similarity). {ECO:0000250|UniProtKB:B6V8E6, ECO:0000250|UniProtKB:P35222}.
Q61166	reviewed	Mapre1	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21357749, ECO:0000269|PubMed:24706950}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q15691}. Note=Associated with the microtubule network at the growing distal tip of microtubules (PubMed:21357749). Also enriched at the centrosome (By similarity). {ECO:0000250|UniProtKB:Q15691, ECO:0000269|PubMed:21357749}.
Q9JMG1	reviewed	Edf1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Also nuclear upon binding to NR5A1 and treatment of cells with TPA or forskolin. {ECO:0000250}.
O35474	reviewed	Edil3 Del1	SUBCELLULAR LOCATION: Secreted.
Q8R4A3	reviewed	Dact1 Thyex3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Cell junction, synapse {ECO:0000269|PubMed:20335472}. Note=Shuttles between the nucleus and the cytoplasm. Seems to be nuclear in the absence of Wnt signaling and to translocate to the cytoplasm in its presence (By similarity). {ECO:0000250}.
P00015	reviewed	Cyct	SUBCELLULAR LOCATION: Mitochondrion intermembrane space. Note=Loosely associated with the inner membrane.
P0DPE0	reviewed	Eef1akmt4	
Q80YE7	reviewed	Dapk1	
O88410	reviewed	Cxcr3 Cmkar3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9D9T8	reviewed	Efhc1	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q5JVL4}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q5JVL4}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q5JVL4}.
Q3U214	reviewed	Mast3 Kiaa0561	
P51949	reviewed	Mnat1 Mat1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9CZD5	reviewed	Mtif3	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q9QXD8	reviewed	Limd1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18657804}. Nucleus {ECO:0000250}. Cytoplasm, P-body {ECO:0000250}. Cell junction, adherens junction {ECO:0000250}. Cell junction, focal adhesion {ECO:0000250}. Note=Shuttles between cytoplasm and nucleus but is localized predominantly to the cytoplasm. Found in the nucleus but not nucleoli. Colocalizes with VCL in the focal adhesions (By similarity). {ECO:0000250}.
Q922B9	reviewed	Itprid2 Kiaa1927 Krap Ssfa2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14673706}. Note=Located near the plasma membrane. Associated with actin filaments. May also exist as a membrane-bound form with extracellular regions (By similarity). {ECO:0000250}.
Q812F8	reviewed	Mgat4b	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q9R0T8	reviewed	Ikbke Ikke Ikki	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14164}. Nucleus {ECO:0000250|UniProtKB:Q14164}. Nucleus, PML body {ECO:0000250|UniProtKB:Q14164}. Note=Targeting to PML nuclear bodies upon DNA damage is TOPORS-dependent. Located diffusely throughout the cytoplasm but locates to punctate cytoplasmic bodies when coexpressed with TRIM6. {ECO:0000250|UniProtKB:Q14164}.
Q9QXT6	reviewed	Il17b Nirf Zcyto7	SUBCELLULAR LOCATION: Secreted.
Q8C0D7	reviewed	Ing4	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11888890}.
P19973	reviewed	Lsp1 Pp52 S37 Wp34	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side.
Q8BGX3	reviewed	Lrtm2	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q8C6C9	reviewed	Leg1	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:A5PF61, ECO:0000250|UniProtKB:Q4QRF7}.
Q8BIA3	reviewed	Mkx	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q91WG1	reviewed	Insig2	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q61810	reviewed	Ltbp3	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q9NS15}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q9NS15}. Note=Secretion occurs after coexpression with TGFB1 and requires complexing with 'Cys-33' of the TGFB1 propeptide. {ECO:0000250|UniProtKB:Q9NS15}.
O89019	reviewed	Invs Inv Nphp2	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton. Membrane; Peripheral membrane protein. Nucleus. Cytoplasm, perinuclear region. Cytoplasm, cytoskeleton, spindle. Note=Associates with several components of the cytoskeleton including ciliary, random and polarized microtubules. During mitosis, it is recruited to mitotic spindle (By similarity). Membrane localization is dependent upon cell-cell contacts and is redistributed when cell adhesion is disrupted after incubation of the cell monolayer with low-calcium/EGTA medium. Also nuclear and perinuclear. {ECO:0000250}.
Q91ZC6	reviewed	Mrgpra6 Mrga6	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9Z280	reviewed	Pld1	SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000269|PubMed:9395408}. Endoplasmic reticulum membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Late endosome membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
O70157	reviewed	Top3a Top3	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:Q13472}.
Q8BPG6	reviewed	Sumf2	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250|UniProtKB:Q8NBJ7}.
Q80Y56	reviewed	Rbsn Zfyve20	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Early endosome membrane {ECO:0000250|UniProtKB:Q9H1K0}; Lipid-anchor {ECO:0000250}. Note=Enriched in endosomes that are in close proximity to clathrin-enriched regions at the cell surface (By similarity). {ECO:0000250|UniProtKB:Q9H1K0}.
D3Z4I3	reviewed	Rbm24	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q6GQD3}. Cytoplasm {ECO:0000269|PubMed:25217815}.
Q9CXK9	reviewed	Rbm33 Prr8	
Q5IBH7	reviewed	Spdya Spdy1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20339383}.
Q9DB05	reviewed	Napa Snapa	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P54920}; Peripheral membrane protein {ECO:0000250|UniProtKB:P54920}.
Q02085	reviewed	Snai1 Sna	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12832491}. Cytoplasm {ECO:0000269|PubMed:12832491}. Note=Once phosphorylated (probably on Ser-107, Ser-111, Ser-115 and Ser-119) it is exported from the nucleus to the cytoplasm where subsequent phosphorylation of the destruction motif and ubiquitination involving BTRC occurs. {ECO:0000250|UniProtKB:O95863}.
Q70E20	reviewed	Sned1 Snep	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9JJV9	reviewed	Scn5a	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11834499, ECO:0000269|PubMed:23420830}; Multi-pass membrane protein {ECO:0000250|UniProtKB:D0E0C2}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q14524}. Cell membrane, sarcolemma, T-tubule {ECO:0000250|UniProtKB:P15389}. Note=RANGRF promotes trafficking to the cell membrane. {ECO:0000269|PubMed:23420830}.
Q8BLV3	reviewed	Slc9a7 Nhe7	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q96T83}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q96T83}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q96T83}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q96T83}. Cell membrane {ECO:0000250|UniProtKB:Q96T83}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q96T83}.
Q9JKA3	reviewed	Tas2r103 Tas2r10	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q7M725	reviewed	Tas2r107 T2r4 T2r43	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O88834	reviewed	Shd	
Q3V1H9	reviewed	Samd5	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:28388653}.
Q810I2	reviewed	Trim50	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22792322, ECO:0000269|PubMed:24308962, ECO:0000269|PubMed:29604308}. Note=Localizes mainly into discrete cytoplasmic punctuate structures heterogeneous in size and shape containing polyubiquitinated proteins. {ECO:0000269|PubMed:22792322}.
Q9CQK8	reviewed	Sprr2a1 Sprr2a	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q80VI1	reviewed	Trim56	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21074459}.
Q8K4K4	reviewed	Trib1 Trb1	
Q9Z0L0	reviewed	Tpbg 5t4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q6P7W0	reviewed	Senp6 Kiaa0797 Susp1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9QX47	reviewed	Son Nrebp	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250|UniProtKB:P18583}. Note=Colocalizes with the pre-mRNA splicing factor SRSF2. {ECO:0000250|UniProtKB:P18583}.
B2B9E1	reviewed	Triqk Gm11818	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q9D125	reviewed	Mrps25 Rpms25	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P82669}.
Q9JLC4	reviewed	Sorcs1 Sorcs	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q68FE7	reviewed	Tmem151b Gm323	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8VI51	reviewed	Sorcs3	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q571F5	reviewed	Spsb3 Kiaa4204 Ssb3 Tce1	
Q6PHU5	reviewed	Sort1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Golgi apparatus, Golgi stack membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane; Single-pass type I membrane protein; Extracellular side. Lysosome membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Localized to membranes of the endoplasmic reticulum, endosomes, Golgi stack, lysosomes and nucleus. A small fraction of the protein is also localized to the plasma membrane. Interaction with NRADD promotes localization at the cell membrane in neurons; this promotes interaction with NGFR. Also found in SLC2A4/GLUT4 storage vesicles (GSVs) in adipocytes. Localization to the plasma membrane in adipocytes is enhanced by insulin.
P86050	reviewed	Tmem170b	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q5T4T1}; Multi-pass membrane protein {ECO:0000255}.
A2AF53	reviewed	Tmem185a Ee3 Fam11a	SUBCELLULAR LOCATION: Cell projection, dendrite {ECO:0000269|PubMed:15525354}. Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q5DU57	reviewed	Spata13	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell projection, filopodium {ECO:0000250}. Cell projection, lamellipodium {ECO:0000250}. Cell projection, ruffle membrane {ECO:0000250}. Note=Accumulates in the lamellipodium and ruffle membrane in response to hepatocyte growth factor (HGF) treatment. {ECO:0000250}.
P42208	reviewed	Septin2 Nedd-5 Nedd5 Sept2	SUBCELLULAR LOCATION: Cytoplasm. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Chromosome, centromere, kinetochore {ECO:0000250}. Cleavage furrow {ECO:0000250}. Midbody {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}. Cell projection, cilium membrane. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q15019}. Note=In metaphase cells, localized within the microtubule spindle. At the metaphase plate, in close apposition to the kinetochores of the congressed chromosomes. In cells undergoing cytokinesis, localized to the midbody, the ingressing cleavage furrow, and the central spindle (By similarity). In interphase and postmitotic cells, localised to fibrous or granular structures, depending on the growth state of the cell. Localizes at the base of the cilia near the morphological distinction between the cilia and plasma membranes. Found in the sperm annulus. {ECO:0000250, ECO:0000250|UniProtKB:Q15019}.
Q9CWH5	reviewed	Trmt11	
Q80ZI1	reviewed	Trnp1 Trnp	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23622239}.
Q3V172	reviewed	Sel1l2 Gm118	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q8BHW6	reviewed	Spata21	
Q9R0N9	reviewed	Syt9 Syt5	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Single-pass membrane protein.
Q80T23	reviewed	Sytl5 Slp5	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
P70368	reviewed	Sebox Og9x	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q9R0Q1	reviewed	Sytl4 Slp4	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10497219}; Peripheral membrane protein {ECO:0000269|PubMed:10497219}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:10497219}; Peripheral membrane protein {ECO:0000269|PubMed:10497219}. Note=Detected close to the plasma membrane and on secretory granules. In pancreas, interacts with insulin-containing vesicles.
Q04888	reviewed	Sox10 Sox-10 Sox21	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19304657}. Nucleus {ECO:0000269|PubMed:19304657, ECO:0000269|PubMed:9560246}. Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:19304657}.
Q8C5V0	reviewed	Spata32 Aep2 Vad1.2	
Q99LS3	reviewed	Psph	
Q8CGW4	reviewed	Sox30	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267}.
Q9D9T6	reviewed	Spata3 Tsarg1	
Q99K85	reviewed	Psat1 Psa Psat	
Q920B9	reviewed	Supt16h Fact140 Factp140 Supt16	SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Colocalizes with RNA polymerase II on chromatin. Recruited to actively transcribed loci.
Q9D9K3	reviewed	Aven	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Associated with intracellular membranes. {ECO:0000250}.
Q80ZU0	reviewed	Arl5a Arl5	
Q8C6A8	reviewed	Bhlhe22 Bhlhb5	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q811B3	reviewed	Adamts12	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.
P27040	reviewed	Acvr2b	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
P53762	reviewed	Arnt	SUBCELLULAR LOCATION: Nucleus.
P11911	reviewed	Cd79a Iga Mb-1	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10587346, ECO:0000269|PubMed:11238609, ECO:0000269|PubMed:15661879}; Single-pass type I membrane protein {ECO:0000269|PubMed:10587346, ECO:0000269|PubMed:11238609, ECO:0000269|PubMed:15661879}. Note=Following antigen binding, the BCR has been shown to translocate from detergent-soluble regions of the cell membrane to lipid rafts although signal transduction through the complex can also occur outside lipid rafts.
Q9CWK3	reviewed	Cd2bp2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Predominantly nuclear. {ECO:0000250}.
P04627	reviewed	Araf A-raf Araf1	
Q58Y75	reviewed	ADGRF3 Gm1041 Gpr113 Pcr113 Pgr23	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
